Prompt,Category
Bought a gaming mouse from Flipkart.,Entertainment
Paid rent for my co-living space at Zolo.,Rent
Paid for excess baggage at Mumbai Airport.,Travel
Booked an online doctor appointment via Practo.,Healthcare
Ordered a smartwatch from Croma online.,Shopping
Signed up for a Udemy course on Python.,Subscriptions
Paid for a trekking adventure in Himachal.,Entertainment
Stopped by a local kirana shop for daily essentials.,Groceries
Had a dental cleaning session at Clove Dental.,Healthcare
Covered plumbing repair costs for a leakage issue.,Utilities
Rented a self-drive Zoomcar for a weekend trip.,Travel
Had a dosa and filter coffee at MTR Bangalore.,Dining
"Picked up rice, lentils, and masalas from D-Mart.",Groceries
Picked up sportswear from Decathlon.,Shopping
Booked an auto ride via Rapido.,Transportation
Paid electricity bill via Paytm.,Utilities
Purchased Amul milk and Britannia bread from the supermarket.,Groceries
Recharged my FASTag for highway travel.,Transportation
Had a masala dosa from Saravana Bhavan.,Dining
Purchased a laptop from Vijay Sales.,Shopping
Picked up sportswear from Decathlon.,Shopping
Hired an Ola cab for an outstation trip.,Travel
Went for a fine dining experience at Taj Vivanta.,Dining
Booked an Uber to the railway station.,Travel
Bought a Delhi Metro smart card recharge.,Travel
Had a plate of butter naan and paneer butter masala at a dhaba.,Dining
Paid electricity bill via Paytm.,Utilities
Got a designer lehenga from Manyavar.,Shopping
Bought a Delhi Metro smart card recharge.,Travel
Bought ethnic wear from Fabindia.,Shopping
Ordered a pair of sneakers from Flipkart.,Shopping
Paid consultation fees at AIIMS Delhi.,Healthcare
Bought a silk saree from Nalli Silks.,Shopping
Bought a Spotify Premium annual plan.,Entertainment
Purchased a new smartphone during the Amazon Great Indian Sale.,Shopping
Tried Hyderabadi dum biryani at Bawarchi.,Dining
Ordered a smartwatch from Croma online.,Shopping
Paid the DTH recharge for Tata Sky.,Utilities
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Upgraded my Netflix plan to premium.,Subscriptions
Got a designer lehenga from Manyavar.,Shopping
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Got a Kurti from Biba for an event.,Shopping
Booked an online doctor appointment via Practo.,Healthcare
Refilled CNG in my vehicle at an HP station.,Transportation
Paid PG accommodation fees via NoBroker.,Rent
Rented a self-drive Zoomcar for a weekend trip.,Travel
Reserved a flight ticket via MakeMyTrip.,Travel
Had a dental cleaning session at Clove Dental.,Healthcare
Ordered a full South Indian thali from Swiggy.,Dining
Covered plumbing repair costs for a leakage issue.,Utilities
Cleared monthly rent through UPI transfer.,Rent
Bought a subscription to Economic Times online.,Subscriptions
Ordered biryani from Paradise Biryani House.,Dining
Booked tickets for a Bollywood movie on BookMyShow.,Entertainment
Attended a music concert at NSCI Dome.,Entertainment
Had a dosa and filter coffee at MTR Bangalore.,Dining
Stopped by a local kirana shop for daily essentials.,Groceries
Purchased a Kindle book from Amazon.,Entertainment
Watched a play at Prithvi Theatre.,Entertainment
Bought a Spotify Premium annual plan.,Entertainment
Renewed Cult.fit gym membership for six months.,Subscriptions
Paid for a trekking adventure in Himachal.,Entertainment
Bought medicines from Apollo Pharmacy.,Healthcare
Bought a silk saree from Nalli Silks.,Shopping
Paid my LPG gas bill for Indane.,Utilities
Refilled CNG in my vehicle at an HP station.,Transportation
"Restocked my pantry with atta, dal, and spices from Reliance Fresh.",Groceries
Bought medicines from Apollo Pharmacy.,Healthcare
Got eye checkup and glasses from Lenskart.,Healthcare
Got a designer lehenga from Manyavar.,Shopping
Renewed Cult.fit gym membership for six months.,Subscriptions
Purchased a fitness band from Cult.fit.,Healthcare
Took an auto-rickshaw to the office.,Travel
Made an early EMI payment for home loan.,Rent
Had chai and samosas at a local tea stall.,Dining
"Picked up rice, lentils, and masalas from D-Mart.",Groceries
Bought a silk saree from Nalli Silks.,Shopping
Recharged my FASTag for highway travel.,Transportation
Watched a play at Prithvi Theatre.,Entertainment
Transferred rent to the landlord via Google Pay.,Rent
Bought fresh vegetables and fruits from Big Bazaar.,Groceries
Booked an auto ride via Rapido.,Transportation
Bought a subscription to Economic Times online.,Subscriptions
Had chai and samosas at a local tea stall.,Dining
Renewed my home inverter battery.,Utilities
Recharged my FASTag for highway travel.,Transportation
Went to an amusement park in Essel World.,Entertainment
Refueled my car at an Indian Oil petrol pump.,Transportation
Bought a pack of Maggi and snacks from More Supermarket.,Groceries
Bought a monthly metro pass for Chennai Metro.,Transportation
Had chai and samosas at a local tea stall.,Dining
Bought a Spotify Premium annual plan.,Entertainment
Got eye checkup and glasses from Lenskart.,Healthcare
Refilled CNG in my vehicle at an HP station.,Transportation
Had a dosa and filter coffee at MTR Bangalore.,Dining
Paid consultation fees at AIIMS Delhi.,Healthcare
Paid electricity bill via Paytm.,Utilities
Paid for a train sleeper class ticket on IRCTC.,Travel
Paid electricity bill via Paytm.,Utilities
Booked an online doctor appointment via Practo.,Healthcare
Purchased a fitness band from Cult.fit.,Healthcare
Covered plumbing repair costs for a leakage issue.,Utilities
Transferred rent for my Bangalore apartment.,Rent
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Had chai and samosas at a local tea stall.,Dining
Scheduled a full-body checkup at Dr. Lal PathLabs.,Healthcare
Rented a self-drive Zoomcar for a weekend trip.,Travel
Recharged Jio mobile plan for the month.,Utilities
Picked up sportswear from Decathlon.,Shopping
Paid for a Zee5 yearly subscription.,Subscriptions
Tried Hyderabadi dum biryani at Bawarchi.,Dining
Reserved a flight ticket via MakeMyTrip.,Travel
Bought a silk saree from Nalli Silks.,Shopping
Recharged Jio mobile plan for the month.,Utilities
Cleared my Airtel broadband bill.,Utilities
Stocked up on pulses and grains from Metro Cash & Carry.,Groceries
Booked an auto ride via Rapido.,Transportation
Went for a fine dining experience at Taj Vivanta.,Dining
Bought an annual Amazon Prime membership.,Subscriptions
Settled the maintenance charges for my society.,Utilities
Paid for a trekking adventure in Himachal.,Entertainment
Rented a self-drive Zoomcar for a weekend trip.,Travel
Ordered a pair of sneakers from Flipkart.,Shopping
Had chai and samosas at a local tea stall.,Dining
Ordered a full South Indian thali from Swiggy.,Dining
Bought gold jewelry from Tanishq.,Shopping
Got a Kurti from Biba for an event.,Shopping
Paid rent for my co-living space at Zolo.,Rent
Renewed my home inverter battery.,Utilities
Cleared my Airtel broadband bill.,Utilities
Went for a fine dining experience at Taj Vivanta.,Dining
Scheduled a full-body checkup at Dr. Lal PathLabs.,Healthcare
Got eye checkup and glasses from Lenskart.,Healthcare
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
Signed up for a Udemy course on Python.,Subscriptions
Got a designer lehenga from Manyavar.,Shopping
Subscribed to Gaana Plus for ad-free music.,Subscriptions
Stopped by a local kirana shop for daily essentials.,Groceries
Booked a Volvo bus to Bangalore via RedBus.,Travel
Purchased health insurance from HDFC Ergo.,Healthcare
Ordered chaat and golgappa from a famous local vendor.,Dining
"Picked up rice, lentils, and masalas from D-Mart.",Groceries
Renewed Cult.fit gym membership for six months.,Subscriptions
Bought an AC chair car ticket from IRCTC.,Travel
Recharged Jio mobile plan for the month.,Utilities
Made an early EMI payment for home loan.,Rent
Booked tickets for a Bollywood movie on BookMyShow.,Entertainment
Ordered a pair of sneakers from Flipkart.,Shopping
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Bought fresh vegetables and fruits from Big Bazaar.,Groceries
Settled lease extension fees for my flat.,Rent
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Went for a fine dining experience at Taj Vivanta.,Dining
Booked an Uber to the railway station.,Travel
Ordered biryani from Paradise Biryani House.,Dining
Renewed Cult.fit gym membership for six months.,Subscriptions
Had chai and samosas at a local tea stall.,Dining
Ordered a smartwatch from Croma online.,Shopping
Got a designer lehenga from Manyavar.,Shopping
Paid for a Zee5 yearly subscription.,Subscriptions
Paid for a trekking adventure in Himachal.,Entertainment
Ordered grocery essentials from Jiomart online.,Groceries
Reserved a flight ticket via MakeMyTrip.,Travel
Made an early EMI payment for home loan.,Rent
Paid for car parking at Phoenix Mall.,Transportation
Refilled CNG in my vehicle at an HP station.,Transportation
Paid electricity bill via Paytm.,Utilities
Ordered a full South Indian thali from Swiggy.,Dining
Booked an online doctor appointment via Practo.,Healthcare
Took an e-rickshaw ride in Delhi.,Transportation
Covered plumbing repair costs for a leakage issue.,Utilities
Refueled my car at an Indian Oil petrol pump.,Transportation
Purchased health insurance from HDFC Ergo.,Healthcare
Picked up sportswear from Decathlon.,Shopping
Purchased a fitness band from Cult.fit.,Healthcare
Hired an Ola cab for an outstation trip.,Travel
Paid additional maintenance charges for my rented house.,Rent
Bought medicines from Apollo Pharmacy.,Healthcare
Booked an auto ride via Rapido.,Transportation
Ordered grocery essentials from Jiomart online.,Groceries
Cleared monthly rent through UPI transfer.,Rent
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Paid for a train sleeper class ticket on IRCTC.,Travel
Bought a silk saree from Nalli Silks.,Shopping
Paid for a train sleeper class ticket on IRCTC.,Travel
Refilled CNG in my vehicle at an HP station.,Transportation
Purchased a new smartphone during the Amazon Great Indian Sale.,Shopping
Paid electricity bill via Paytm.,Utilities
Paid my LPG gas bill for Indane.,Utilities
Had a masala dosa from Saravana Bhavan.,Dining
Paid for a train sleeper class ticket on IRCTC.,Travel
Paid additional maintenance charges for my rented house.,Rent
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
Paid for excess baggage at Mumbai Airport.,Travel
Purchased a new smartphone during the Amazon Great Indian Sale.,Shopping
Purchased a new smartphone during the Amazon Great Indian Sale.,Shopping
Subscribed to Gaana Plus for ad-free music.,Subscriptions
Recharged my FASTag for highway travel.,Transportation
Paid for a trekking adventure in Himachal.,Entertainment
Attended a music concert at NSCI Dome.,Entertainment
Renewed my home inverter battery.,Utilities
Booked an auto ride via Rapido.,Transportation
Had a dental cleaning session at Clove Dental.,Healthcare
Went for a fine dining experience at Taj Vivanta.,Dining
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Took an auto-rickshaw to the office.,Travel
Ordered biryani from Paradise Biryani House.,Dining
Renewed my home inverter battery.,Utilities
Paid electricity bill via Paytm.,Utilities
Paid for a taxi ride from Howrah to Salt Lake.,Transportation
Bought a gaming mouse from Flipkart.,Entertainment
Got a designer lehenga from Manyavar.,Shopping
Purchased health insurance from HDFC Ergo.,Healthcare
Paid for excess baggage at Mumbai Airport.,Travel
Booked a Volvo bus to Bangalore via RedBus.,Travel
Picked up sportswear from Decathlon.,Shopping
Had a dental cleaning session at Clove Dental.,Healthcare
Bought an AC chair car ticket from IRCTC.,Travel
Had chai and samosas at a local tea stall.,Dining
Paid for a Zee5 yearly subscription.,Subscriptions
Renewed my YouTube Premium plan.,Subscriptions
Bought medicines from Apollo Pharmacy.,Healthcare
Refilled CNG in my vehicle at an HP station.,Transportation
Paid rent for my co-living space at Zolo.,Rent
Bought a Spotify Premium annual plan.,Entertainment
Booked a Volvo bus to Bangalore via RedBus.,Travel
Took an e-rickshaw ride in Delhi.,Transportation
Refilled CNG in my vehicle at an HP station.,Transportation
Renewed my YouTube Premium plan.,Subscriptions
Purchased Amul milk and Britannia bread from the supermarket.,Groceries
Paid for car parking at Phoenix Mall.,Transportation
Got fresh paneer and vegetables from the local mandi.,Groceries
Cleared monthly rent through UPI transfer.,Rent
Reserved a flight ticket via MakeMyTrip.,Travel
Attended a music concert at NSCI Dome.,Entertainment
Ordered a pair of sneakers from Flipkart.,Shopping
Had a masala dosa from Saravana Bhavan.,Dining
Purchased a laptop from Vijay Sales.,Shopping
Refueled my car at an Indian Oil petrol pump.,Transportation
Paid the DTH recharge for Tata Sky.,Utilities
Got a designer lehenga from Manyavar.,Shopping
Renewed my YouTube Premium plan.,Subscriptions
Cleared municipal water tax online.,Utilities
Cleared municipal water tax online.,Utilities
Paid rent for my co-living space at Zolo.,Rent
Paid electricity bill via Paytm.,Utilities
Paid for a trekking adventure in Himachal.,Entertainment
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
Paid for excess baggage at Mumbai Airport.,Travel
Bought medicines from Apollo Pharmacy.,Healthcare
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Bought a Spotify Premium annual plan.,Entertainment
Paid my LPG gas bill for Indane.,Utilities
Purchased a fitness band from Cult.fit.,Healthcare
Upgraded my Netflix plan to premium.,Subscriptions
Attended a music concert at NSCI Dome.,Entertainment
Hired an Ola cab for an outstation trip.,Travel
Refueled my car at an Indian Oil petrol pump.,Transportation
Ordered biryani from Paradise Biryani House.,Dining
Booked a Volvo bus to Bangalore via RedBus.,Travel
Hired an Ola cab for an outstation trip.,Travel
